"A-4"|No |"41090448"|"67285433"
"A-1"|No |"41090449"|"67285434"
"A-2"|No |"41090449"|"67285435"
"A-3"|No |"41090449"|"67285436"
"A-2"|No |"41090450"|"67285437"
"A-2"|No |"41090451"|"67285438"
"A-3"|No |"41090451"|"67285439"
"A-6"|No |"41090452"|"67285440"
"A-7"|No |"41090452"|"67285441"
"A-1"|No |"41090453"|"67285442"
"A-2"|No |"41090453"|"67285443"
"A-3"|No |"41090453"|"67285444"
"A-2"|No |"41090454"|"67285445"
"A-3"|No |"41090454"|"67285446"
"A-2"|No |"41090455"|"67285447"
"A-3"|No |"41090455"|"67285448"
"A-1"|No |"41090456"|"67285449"
"A-3"|No |"41090456"|"67285450"
"A-1"|No |"41090457"|"67285451"
"A-3"|No |"41090457"|"67285452"
"A-7"|No |"41090458"|"67285453"
"A-7"|No |"41090459"|"67285454"
"A-6"|No |"41090460"|"67285455"
"A-7"|No |"41090460"|"67285456"
"A-6"|No |"41090461"|"67285457"
"A-7"|No |"41090461"|"67285458"
"A-7"|No |"41090462"|"67285459"
"A-7"|No |"41090463"|"67285460"
"A-7"|No |"41090464"|"67285461"
"A-6"|No |"41090465"|"67285462"
"A-7"|No |"41090465"|"67285463"
"A-6"|No |"41090466"|"67285464"
"A-7"|No |"41090466"|"67285465"
"A-7"|No |"41090467"|"67285466"
"A-7"|No |"41090468"|"67285467"
"A-7"|No |"41090469"|"67285468"
"A-7"|No |"41090470"|"67285469"
"A-6"|No |"41090471"|"67285470"
"A-7"|No |"41090471"|"67285471"
"A-1"|No |"41090472"|"67285472"
"A-2"|No |"41090472"|"67285473"
"A-3"|No |"41090472"|"67285474"
"A-7"|No |"41090473"|"67285475"
"A-7"|No |"41090474"|"67285476"
"A-7"|No |"41090475"|"67285477"
"A-7"|No |"41090476"|"67285478"
"A-7"|No |"41090478"|"67285479"
"A-7"|No |"41090479"|"67285480"
"A-7"|No |"41090480"|"67285481"
"A-7"|No |"41090481"|"67285482"
"A-7"|No |"41090482"|"67285483"
"A-7"|No |"41090483"|"67285484"
"A-7"|No |"41090484"|"67285485"
"A-7"|No |"41090485"|"67285486"
"A-7"|No |"41090486"|"67285487"
"A-7"|No |"41090487"|"67285488"
"A-7"|No |"41090488"|"67285489"
"A-7"|No |"41090489"|"67285490"
"A-7"|No |"41090490"|"67285491"
"A-7"|No |"41090492"|"67285492"
"A-7"|No |"41090493"|"67285493"
"A-7"|No |"41090494"|"67285494"
"A-7"|No |"41090495"|"67285495"
"A-7"|No |"41090496"|"67285496"
"A-7"|No |"41090497"|"67285497"
"A-7"|No |"41090498"|"67285498"
"A-7"|No |"41090499"|"67285499"
"A-7"|No |"41090500"|"67285500"
"A-7"|No |"41090501"|"67285501"
"A-7"|No |"41090503"|"67285502"
"A-7"|No |"41090504"|"67285503"
"A-7"|No |"41090505"|"67285504"
"A-7"|No |"41090506"|"67285505"
"A-5"|No |"41090508"|"67285506"
"A-5"|No |"41090509"|"67285507"
"A-7"|No |"41090510"|"67285508"
"A-7"|No |"41090511"|"67285509"
"A-7"|No |"41090512"|"67285510"
"A-7"|No |"41090513"|"67285511"
"A-7"|No |"41090514"|"67285512"
"A-7"|No |"41090515"|"67285513"
"A-7"|No |"41090516"|"67285514"
"A-5"|No |"41090517"|"67285515"
"A-5"|No |"41090518"|"67285516"
"A-7"|No |"41090520"|"67285517"
"A-7"|No |"41090521"|"67285518"
"A-7"|No |"41090522"|"67285519"
"A-7"|No |"41090523"|"67285520"
"A-7"|No |"41090525"|"67285521"
"A-7"|No |"41090526"|"67285522"
"A-7"|No |"41090527"|"67285523"
"A-7"|No |"41090528"|"67285524"
"A-7"|No |"41090529"|"67285525"
"A-7"|No |"41090530"|"67285526"
"A-7"|No |"41090531"|"67285527"
"A-7"|No |"41090532"|"67285528"
"A-7"|No |"41090533"|"67285529"
"A-7"|No |"41090534"|"67285530"
"A-7"|No |"41090535"|"67285531"
"A-7"|No |"41090536"|"67285532"
"A-6"|No |"41090537"|"67285533"
"A-7"|No |"41090537"|"67285534"
"A-6"|No |"41090538"|"67285535"
"A-7"|No |"41090538"|"67285536"
"A-6"|No |"41090539"|"67285537"
"A-7"|No |"41090539"|"67285538"
"A-6"|No |"41090540"|"67285539"
"A-7"|No |"41090540"|"67285540"
"A-6"|No |"41090541"|"67285541"
"A-7"|No |"41090541"|"67285542"
"A-6"|No |"41090542"|"67285543"
"A-7"|No |"41090542"|"67285544"
"A-7"|No |"41090543"|"67285545"
"A-7"|No |"41090544"|"67285546"
"A-7"|No |"41090545"|"67285547"
"A-7"|No |"41090546"|"67285548"
"A-7"|No |"41090547"|"67285549"
"A-7"|No |"41090549"|"67285550"
"A-7"|No |"41090550"|"67285551"
"A-7"|No |"41090551"|"67285552"
"A-7"|No |"41090552"|"67285553"
"A-7"|No |"41090553"|"67285554"
"A-7"|No |"41090554"|"67285555"
"A-7"|No |"41090555"|"67285556"
"A-2"|No |"41090557"|"67285557"
"A-6"|No |"41090557"|"67285558"
"A-6"|No |"41090558"|"67285559"
"A-7"|No |"41090559"|"67285560"
"A-7"|No |"41090560"|"67285561"
"A-7"|No |"41090561"|"67285562"
"A-7"|No |"41090563"|"67285563"
"A-7"|No |"41090564"|"67285564"
"A-7"|No |"41090565"|"67285565"
"A-7"|No |"41090566"|"67285566"
"A-5"|No |"41090568"|"67285567"
"A-7"|No |"41090568"|"67285568"
"A-5"|No |"41090569"|"67285569"
"A-7"|No |"41090569"|"67285570"
"A-7"|No |"41090570"|"67285571"
"A-7"|No |"41090571"|"67285572"
"A-7"|No |"41090573"|"67285573"
"A-7"|No |"41090574"|"67285574"
"A-7"|No |"41090576"|"67285575"
"A-7"|No |"41090577"|"67285576"
"A-7"|No |"41090578"|"67285577"
"A-7"|No |"41090579"|"67285578"
"A-8"|No |"41090580"|"67285579"
"A-8"|No |"41090581"|"67285580"
"A-7"|No |"41090582"|"67285581"
"A-7"|No |"41090583"|"67285582"
"A-7"|No |"41090584"|"67285583"
"A-7"|No |"41090585"|"67285584"
"A-4"|No |"41090586"|"67285585"
"A-4"|No |"41090587"|"67285586"
"A-7"|No |"41090589"|"67285587"
"A-7"|No |"41090590"|"67285588"
"A-7"|No |"41090592"|"67285589"
"A-7"|No |"41090594"|"67285590"
"A-7"|No |"41090595"|"67285591"
"A-7"|No |"41090597"|"67285592"
"A-7"|No |"41090598"|"67285593"
"A-7"|No |"41090600"|"67285594"
"A-7"|No |"41090601"|"67285595"
"A-7"|No |"41090602"|"67285596"
"A-7"|No |"41090603"|"67285597"
"A-7"|No |"41090604"|"67285598"
"A-1"|No |"41090606"|"67285599"
"A-7"|No |"41090608"|"67285600"
"A-7"|No |"41090609"|"67285601"
"A-7"|No |"41090611"|"67285602"
"A-7"|No |"41090613"|"67285603"
"A-7"|No |"41090614"|"67285604"
"A-7"|No |"41090615"|"67285605"
"A-7"|No |"41090617"|"67285606"
"A-7"|No |"41090618"|"67285607"
"A-7"|No |"41090619"|"67285608"
"A-7"|No |"41090620"|"67285609"
"A-7"|No |"41090621"|"67285610"
"A-7"|No |"41090622"|"67285611"
"A-7"|No |"41090623"|"67285612"
"A-7"|No |"41090624"|"67285613"
"A-7"|No |"41090625"|"67285614"
"A-7"|No |"41090626"|"67285615"
"A-7"|No |"41090627"|"67285616"
"A-7"|No |"41090628"|"67285617"
"A-7"|No |"41090629"|"67285618"
"A-7"|No |"41090630"|"67285619"
"A-7"|No |"41090631"|"67285620"
"A-7"|No |"41090632"|"67285621"
"A-7"|No |"41090633"|"67285622"
"A-7"|No |"41090634"|"67285623"
"A-7"|No |"41090635"|"67285624"
"A-7"|No |"41090636"|"67285625"
"A-7"|No |"41090637"|"67285626"
"A-7"|No |"41090638"|"67285627"
"A-7"|No |"41090639"|"67285628"
"A-7"|No |"41090640"|"67285629"
"A-7"|No |"41090641"|"67285630"
"A-7"|No |"41090642"|"67285631"
"A-7"|No |"41090643"|"67285632"
"A-7"|No |"41090644"|"67285633"
"A-7"|No |"41090645"|"67285634"
"A-8"|No |"41090646"|"67285635"
"A-7"|No |"41090647"|"67285636"
"A-7"|No |"41090648"|"67285637"
"A-7"|No |"41090649"|"67285638"
"A-7"|No |"41090650"|"67285639"
"A-1"|No |"41090652"|"67285640"
"A-2"|No |"41090652"|"67285641"
"A-3"|No |"41090652"|"67285642"
"A-7"|No |"41090653"|"67285643"
"A-8"|No |"41090654"|"67285644"
"A-8"|No |"41090655"|"67285645"
"A-7"|No |"41090656"|"67285646"
"A-7"|No |"41090657"|"67285647"
"A-1"|No |"41090659"|"67285648"
"A-2"|No |"41090659"|"67285649"
"A-3"|No |"41090659"|"67285650"
"A-7"|No |"41090660"|"67285651"
"A-7"|No |"41090661"|"67285652"
"A-7"|No |"41090662"|"67285653"
"A-7"|No |"41090663"|"67285654"
"A-7"|No |"41090664"|"67285655"
"A-1"|No |"41090666"|"67285656"
"A-3"|No |"41090666"|"67285657"
"A-7"|No |"41090667"|"67285658"
"A-7"|No |"41090668"|"67285659"
"A-7"|No |"41090671"|"67285660"
"A-7"|No |"41090672"|"67285661"
"A-1"|No |"41090674"|"67285662"
"A-3"|No |"41090674"|"67285663"
"A-1"|No |"41090675"|"67285664"
"A-3"|No |"41090675"|"67285665"
"A-2"|No |"41090676"|"67285666"
"A-3"|No |"41090676"|"67285667"
"A-2"|No |"41090677"|"67285668"
"A-3"|No |"41090677"|"67285669"
"A-6"|No |"41090678"|"67285670"
"A-7"|No |"41090678"|"67285671"
"A-6"|No |"41090679"|"67285672"
"A-7"|No |"41090679"|"67285673"
"A-7"|No |"41090680"|"67285674"
"A-7"|No |"41090681"|"67285675"
"A-7"|No |"41090682"|"67285676"
"A-7"|No |"41090683"|"67285677"
"A-6"|No |"41090685"|"67285678"
"A-7"|No |"41090685"|"67285679"
"A-6"|No |"41090686"|"67285680"
"A-7"|No |"41090686"|"67285681"
"A-7"|No |"41090688"|"67285682"
"A-7"|No |"41090689"|"67285683"
"A-7"|No |"41090690"|"67285684"
"A-7"|No |"41090691"|"67285685"
"A-6"|No |"41090692"|"67285686"
"A-7"|No |"41090692"|"67285687"
"A-2"|No |"41090693"|"67285688"
"A-2"|No |"41090694"|"67285689"
"A-7"|No |"41090695"|"67285690"
"A-7"|No |"41090696"|"67285691"
"A-7"|No |"41090697"|"67285692"
"A-7"|No |"41090698"|"67285693"
"A-7"|No |"41090699"|"67285694"
"A-7"|No |"41090700"|"67285695"
"A-7"|No |"41090701"|"67285696"
"A-7"|No |"41090702"|"67285697"
"A-7"|No |"41090703"|"67285698"
"A-7"|No |"41090704"|"67285699"
"A-7"|No |"41090705"|"67285700"
"A-7"|No |"41090706"|"67285701"
"A-7"|No |"41090707"|"67285702"
"A-7"|No |"41090708"|"67285703"
"A-7"|No |"41090709"|"67285704"
"A-7"|No |"41090710"|"67285705"
"A-7"|No |"41090711"|"67285706"
"A-4"|No |"41090713"|"67285707"
"A-7"|No |"41090713"|"67285708"
"A-4"|No |"41090714"|"67285709"
"A-7"|No |"41090714"|"67285710"
"A-4"|No |"41090715"|"67285711"
"A-7"|No |"41090715"|"67285712"
"A-6"|No |"41090716"|"67285713"
"A-7"|No |"41090716"|"67285714"
"A-2"|No |"41090717"|"67285715"
"A-2"|No |"41090718"|"67285716"
"A-7"|No |"41090719"|"67285717"
"A-7"|No |"41090720"|"67285718"
"A-7"|No |"41090721"|"67285719"
"A-7"|No |"41090722"|"67285720"
"A-7"|No |"41090723"|"67285721"
"A-7"|No |"41090724"|"67285722"
"A-7"|No |"41090725"|"67285723"
"A-7"|No |"41090726"|"67285724"
"A-7"|No |"41090727"|"67285725"
"A-7"|No |"41090728"|"67285726"
"A-7"|No |"41090729"|"67285727"
"A-7"|No |"41090730"|"67285728"
"A-7"|No |"41090731"|"67285729"
"A-7"|No |"41090732"|"67285730"
"A-7"|No |"41090733"|"67285731"
"A-7"|No |"41090734"|"67285732"
"A-7"|No |"41090735"|"67285733"
"A-7"|No |"41090736"|"67285734"
"A-7"|No |"41090737"|"67285735"
"A-7"|No |"41090738"|"67285736"
"A-7"|No |"41090739"|"67285737"
"A-7"|No |"41090740"|"67285738"
"A-7"|No |"41090741"|"67285739"
"A-7"|No |"41090742"|"67285740"
"A-7"|No |"41090743"|"67285741"
"A-7"|No |"41090744"|"67285742"
"A-7"|No |"41090745"|"67285743"
"A-7"|No |"41090746"|"67285744"
"A-7"|No |"41090747"|"67285745"
"A-7"|No |"41090748"|"67285746"
"A-7"|No |"41090749"|"67285747"
"A-7"|No |"41090750"|"67285748"
"A-7"|No |"41090751"|"67285749"
"A-7"|No |"41090752"|"67285750"
"A-7"|No |"41090753"|"67285751"
"A-7"|No |"41090754"|"67285752"
"A-7"|No |"41090755"|"67285753"
"A-7"|No |"41090756"|"67285754"
"A-7"|No |"41090757"|"67285755"
"A-7"|No |"41090758"|"67285756"
"A-7"|No |"41090759"|"67285757"
"A-7"|No |"41090760"|"67285758"
"A-7"|No |"41090761"|"67285759"
"A-7"|No |"41090763"|"67285760"
